date,temp_mean,temp_min,temp_max,rain,humidity,pressure,division
2021-12-02,21.36,15.38,27.91,0.0,75.29,101.29,Dhaka
2021-12-03,21.89,15.95,27.47,0.03,79.77,101.42,Dhaka
2021-12-04,22.28,18.09,26.52,1.34,84.84,101.37,Dhaka
2021-12-05,21.67,19.57,24.26,7.33,92.19,101.39,Dhaka
2021-12-06,21.82,20.48,23.46,80.46,94.92,101.08,Dhaka
2021-12-07,22.07,18.86,26.16,14.31,88.58,101.16,Dhaka
2021-12-08,20.99,16.84,26.01,0.74,87.52,101.45,Dhaka
2021-12-09,21.28,16.5,26.5,0.67,82.79,101.58,Dhaka
2021-12-10,19.91,17.7,23.13,1.08,83.86,101.55,Dhaka
2021-12-11,18.82,15.01,24.56,1.54,81.46,101.6,Dhaka
2021-12-12,16.8,12.27,22.83,0.0,75.18,101.69,Dhaka
2021-12-13,16.82,10.91,23.14,0.0,77.36,101.55,Dhaka
2021-12-14,17.28,12.11,23.57,0.0,82.77,101.42,Dhaka
2021-12-15,17.01,12.12,22.75,0.0,83.12,101.4,Dhaka
2021-12-16,16.67,11.92,22.7,0.0,81.88,101.46,Dhaka
2021-12-17,16.94,10.7,23.53,0.0,79.82,101.44,Dhaka
2021-12-18,17.09,11.26,24.35,0.0,77.67,101.38,Dhaka
2021-12-19,16.22,12.13,22.44,0.0,84.73,101.48,Dhaka
2021-12-20,14.54,8.42,21.89,0.0,80.57,101.51,Dhaka
2021-12-21,16.5,10.3,22.71,0.0,83.48,101.38,Dhaka
2021-12-22,17.36,13.99,21.74,0.1,84.63,101.24,Dhaka
2021-12-23,17.86,13.13,23.69,0.04,77.05,101.25,Dhaka
2021-12-24,17.89,12.66,23.62,0.02,79.87,101.32,Dhaka
2021-12-25,18.53,13.43,23.8,0.0,73.17,101.39,Dhaka
2021-12-26,18.06,12.41,23.81,0.0,73.72,101.6,Dhaka
2021-12-27,18.12,13.44,23.17,0.0,71.86,101.68,Dhaka
2021-12-28,18.15,13.17,23.04,0.0,76.13,101.65,Dhaka
2021-12-29,17.51,12.85,23.3,0.0,80.0,101.65,Dhaka
2021-12-30,18.07,13.12,24.46,0.0,79.15,101.8,Dhaka
2021-12-31,17.35,12.1,24.02,0.0,82.09,101.83,Dhaka
2022-01-01,17.24,12.87,24.09,0.0,80.9,101.75,Dhaka
2022-01-02,16.89,11.22,23.37,0.0,81.38,101.6,Dhaka
2022-01-03,17.06,11.62,23.21,0.0,81.87,101.49,Dhaka
2022-01-04,16.71,11.18,23.29,0.0,80.82,101.57,Dhaka
2022-01-05,16.94,11.19,23.34,0.0,75.79,101.5,Dhaka
2022-01-06,17.71,11.47,24.36,0.0,75.92,101.44,Dhaka
2022-01-07,18.38,12.98,24.42,0.0,78.11,101.5,Dhaka
2022-01-08,18.49,13.05,25.22,0.0,82.23,101.48,Dhaka
2022-01-09,19.17,13.43,25.02,0.0,80.02,101.3,Dhaka
2022-01-10,19.75,14.47,25.59,0.0,80.95,101.33,Dhaka
2022-01-11,19.82,14.33,25.57,0.13,81.67,101.34,Dhaka
2022-01-12,19.63,16.12,24.13,3.73,85.06,101.32,Dhaka
2022-01-13,18.6,15.14,23.12,5.21,83.88,101.46,Dhaka
2022-01-14,17.21,12.62,21.8,0.39,76.62,101.51,Dhaka
2022-01-15,17.54,13.07,24.12,0.1,73.98,101.42,Dhaka
2022-01-16,16.81,11.57,23.35,0.04,77.77,101.61,Dhaka
2022-01-17,16.92,10.27,24.35,0.0,77.36,101.67,Dhaka
2022-01-18,17.16,11.81,24.19,0.0,79.84,101.44,Dhaka
2022-01-19,18.29,14.78,23.79,0.0,73.85,101.23,Dhaka
2022-01-20,17.32,13.43,22.39,0.0,79.31,101.0,Dhaka
2022-01-21,17.71,12.32,23.27,0.0,65.88,101.07,Dhaka
2022-01-22,18.52,12.29,24.18,0.0,63.86,100.99,Dhaka
2022-01-23,18.35,12.56,25.17,0.34,72.05,100.99,Dhaka
2022-01-24,17.57,14.49,22.05,4.92,85.13,101.04,Dhaka
2022-01-25,18.64,15.14,22.73,2.11,78.43,101.04,Dhaka
2022-01-26,18.59,13.3,24.07,1.74,75.78,101.13,Dhaka
2022-01-27,17.14,12.72,22.39,4.68,77.92,101.22,Dhaka
2022-01-28,14.42,9.21,20.86,0.51,72.14,101.43,Dhaka
2022-01-29,14.24,8.94,20.72,0.0,73.63,101.4,Dhaka
2022-01-30,15.06,9.01,21.82,0.0,70.88,101.15,Dhaka
2022-01-31,16.6,11.12,22.4,0.0,62.65,101.11,Dhaka
2022-02-01,17.11,10.93,23.4,0.15,74.44,100.93,Dhaka
2022-02-02,18.26,12.93,24.33,0.21,64.03,101.14,Dhaka
2022-02-03,18.08,11.8,25.19,0.16,70.99,101.19,Dhaka
2022-02-04,18.58,13.42,24.33,11.35,78.37,101.0,Dhaka
2022-02-05,17.04,11.75,22.38,12.49,75.77,101.03,Dhaka
2022-02-06,15.35,11.06,21.83,13.06,71.49,101.47,Dhaka
2022-02-07,14.95,9.09,21.7,0.0,70.15,101.45,Dhaka
2022-02-08,16.8,10.95,22.96,0.0,64.21,101.34,Dhaka
2022-02-09,18.14,11.26,24.18,0.0,62.3,101.42,Dhaka
2022-02-10,18.28,12.06,23.98,0.24,73.24,101.28,Dhaka
2022-02-11,18.29,13.48,24.41,0.23,73.48,101.25,Dhaka
2022-02-12,16.86,12.52,23.54,0.01,64.48,101.27,Dhaka
2022-02-13,16.95,9.88,25.0,0.0,66.85,101.12,Dhaka
2022-02-14,17.4,10.45,25.62,0.0,67.56,101.09,Dhaka
2022-02-15,18.13,11.51,25.75,0.0,63.0,101.04,Dhaka
2022-02-16,18.43,12.56,25.36,0.0,59.64,100.86,Dhaka
2022-02-17,18.94,11.91,25.98,0.0,55.72,100.88,Dhaka
2022-02-18,19.33,12.44,25.98,0.0,52.24,101.04,Dhaka
2022-02-19,19.47,13.9,26.55,0.0,52.18,101.08,Dhaka
2022-02-20,18.88,12.47,26.73,1.91,70.3,100.79,Dhaka
2022-02-21,19.32,12.96,26.41,1.83,69.12,100.85,Dhaka
2022-02-22,20.62,13.25,27.35,1.13,61.75,101.3,Dhaka
2022-02-23,21.77,15.3,28.25,0.06,63.46,101.5,Dhaka
2022-02-24,22.39,15.23,29.53,0.01,68.37,101.47,Dhaka
2022-02-25,22.5,17.17,28.66,1.96,72.65,101.45,Dhaka
2022-02-26,22.67,16.73,30.1,0.85,72.29,101.49,Dhaka
2022-02-27,23.31,16.66,29.53,0.0,60.6,101.39,Dhaka
2022-02-28,23.78,17.17,30.08,0.4,63.96,101.26,Dhaka
2022-03-01,23.24,17.11,30.36,0.09,58.92,101.38,Dhaka
2022-03-02,22.54,15.5,30.26,0.0,55.38,101.33,Dhaka
2022-03-03,23.25,15.91,30.96,0.0,51.88,101.28,Dhaka
2022-03-04,23.71,16.62,30.6,0.0,49.15,101.18,Dhaka
2022-03-05,23.86,16.47,31.55,0.0,52.32,101.06,Dhaka
2022-03-06,24.28,17.93,32.08,0.0,50.77,101.06,Dhaka
2022-03-07,24.58,16.4,33.88,0.0,54.25,101.02,Dhaka
2022-03-08,25.18,19.31,33.43,0.0,49.3,100.88,Dhaka
2022-03-09,25.26,18.84,33.67,0.0,51.2,100.89,Dhaka
2022-03-10,24.97,18.13,33.86,0.0,46.04,100.87,Dhaka
2022-03-11,25.07,18.23,33.23,0.0,46.16,100.83,Dhaka
2022-03-12,25.23,18.91,33.56,0.0,44.19,100.76,Dhaka
2022-03-13,25.46,18.15,33.94,0.0,47.45,100.81,Dhaka
2022-03-14,26.03,18.28,34.85,0.0,48.71,100.75,Dhaka
2022-03-15,26.84,19.0,35.36,0.0,45.58,100.52,Dhaka
2022-03-16,27.21,19.29,35.56,0.0,44.58,100.47,Dhaka
2022-03-17,28.08,19.02,35.98,0.0,48.54,100.63,Dhaka
2022-03-18,28.2,19.83,36.71,0.0,45.9,100.63,Dhaka
2022-03-19,28.08,19.69,37.03,0.0,46.59,100.45,Dhaka
2022-03-20,27.01,19.64,35.62,0.0,54.08,100.41,Dhaka
2022-03-21,26.6,18.05,35.95,0.0,56.86,100.55,Dhaka
2022-03-22,28.38,20.89,36.47,0.0,59.49,100.57,Dhaka
2022-03-23,29.83,22.47,37.89,0.0,48.92,100.5,Dhaka
2022-03-24,29.28,22.94,37.15,0.21,55.27,100.4,Dhaka
2022-03-25,28.81,23.04,36.18,0.63,67.92,100.47,Dhaka
2022-03-26,29.17,24.23,36.34,2.64,69.37,100.6,Dhaka
2022-03-27,28.92,23.39,35.76,1.31,67.59,100.83,Dhaka
2022-03-28,28.47,22.91,34.88,2.91,65.87,100.75,Dhaka
2022-03-29,28.18,23.76,34.47,6.09,70.44,100.62,Dhaka
2022-03-30,28.29,23.35,34.46,4.89,71.27,100.68,Dhaka
2022-03-31,29.58,24.18,36.44,1.21,67.78,100.67,Dhaka
2022-04-01,29.86,24.41,36.49,1.96,67.52,100.66,Dhaka
2022-04-02,29.43,24.72,35.57,2.94,67.86,100.88,Dhaka
2022-04-03,29.27,23.72,35.68,0.68,66.12,100.81,Dhaka
2022-04-04,29.71,24.12,37.25,1.29,63.43,100.79,Dhaka
2022-04-05,29.42,23.62,36.67,3.88,64.99,100.99,Dhaka
2022-04-06,29.55,23.35,36.54,2.32,65.61,101.02,Dhaka
2022-04-07,30.71,23.96,38.05,0.0,58.22,100.93,Dhaka
2022-04-08,30.65,23.47,38.1,0.0,49.45,100.72,Dhaka
2022-04-09,30.62,23.52,37.99,0.23,56.61,100.62,Dhaka
2022-04-10,30.56,23.95,37.96,3.43,60.51,100.54,Dhaka
2022-04-11,31.1,25.05,38.39,2.4,62.27,100.39,Dhaka
2022-04-12,30.78,25.39,37.22,3.42,64.45,100.44,Dhaka
2022-04-13,31.17,25.07,38.34,3.22,62.14,100.3,Dhaka
2022-04-14,31.2,25.54,38.95,1.64,62.01,100.12,Dhaka
2022-04-15,32.0,26.04,40.93,0.56,59.08,100.09,Dhaka
2022-04-16,30.88,25.48,37.36,1.05,66.46,100.19,Dhaka
2022-04-17,31.1,25.73,37.83,1.55,61.53,100.31,Dhaka
2022-04-18,31.2,24.86,38.49,1.87,61.57,100.53,Dhaka
2022-04-19,31.07,25.3,37.94,6.48,63.01,100.64,Dhaka
2022-04-20,28.85,25.11,34.08,13.63,69.95,100.68,Dhaka
2022-04-21,28.39,23.31,33.41,8.56,68.11,100.68,Dhaka
2022-04-22,29.79,25.05,36.11,7.62,67.83,100.62,Dhaka
2022-04-23,29.5,24.86,35.99,22.72,74.02,100.51,Dhaka
2022-04-24,30.51,24.92,38.17,12.45,69.77,100.29,Dhaka
2022-04-25,31.24,25.08,38.74,0.72,66.14,100.29,Dhaka
2022-04-26,31.51,25.69,38.88,2.21,66.83,100.35,Dhaka
2022-04-27,31.0,25.9,37.78,7.05,69.01,100.37,Dhaka
2022-04-28,31.63,25.55,38.82,0.59,64.57,100.47,Dhaka
2022-04-29,32.1,25.58,39.06,1.25,61.99,100.4,Dhaka
2022-04-30,31.26,26.03,38.14,3.3,64.42,100.39,Dhaka
2022-05-01,31.51,25.25,37.95,0.57,57.07,100.31,Dhaka
2022-05-02,31.03,25.61,37.78,1.82,58.1,100.35,Dhaka
2022-05-03,29.41,25.22,34.74,11.52,67.62,100.52,Dhaka
2022-05-04,28.3,23.99,33.91,12.6,72.1,100.68,Dhaka
2022-05-05,28.85,25.17,33.17,7.92,72.23,100.53,Dhaka
2022-05-06,29.45,24.24,34.5,13.67,69.08,100.49,Dhaka
2022-05-07,30.74,25.85,36.03,4.54,60.97,100.44,Dhaka
2022-05-08,30.63,24.97,36.74,1.97,62.8,100.39,Dhaka
2022-05-09,29.23,25.39,34.73,8.41,72.47,100.5,Dhaka
2022-05-10,27.94,24.84,32.48,18.99,82.0,100.5,Dhaka
2022-05-11,28.56,25.32,32.37,32.29,83.72,100.37,Dhaka
2022-05-12,29.44,26.15,33.79,17.57,80.9,100.26,Dhaka
2022-05-13,29.09,26.3,33.2,45.1,84.59,100.0,Dhaka
2022-05-14,29.52,26.29,34.41,22.6,83.8,100.04,Dhaka
2022-05-15,29.79,26.96,33.91,3.11,82.72,100.29,Dhaka
2022-05-16,28.94,26.69,32.21,2.85,86.06,100.27,Dhaka
2022-05-17,28.61,26.68,31.5,16.13,87.15,100.19,Dhaka
2022-05-18,27.65,26.09,30.04,19.02,86.83,100.33,Dhaka
2022-05-19,29.14,26.14,33.37,27.61,84.92,100.31,Dhaka
2022-05-20,28.54,26.17,31.88,27.51,86.26,100.17,Dhaka
2022-05-21,27.96,25.79,30.43,50.49,91.03,99.83,Dhaka
2022-05-22,28.42,25.26,31.71,12.27,84.68,99.78,Dhaka
2022-05-23,28.51,25.13,32.23,17.29,83.57,99.9,Dhaka
2022-05-24,29.11,24.7,33.11,4.35,80.43,100.21,Dhaka
2022-05-25,28.99,26.32,31.92,4.95,82.04,100.31,Dhaka
2022-05-26,28.74,25.31,32.06,16.71,80.74,100.21,Dhaka
2022-05-27,28.68,25.51,32.64,8.77,82.61,100.01,Dhaka
2022-05-28,28.79,25.02,32.89,6.64,81.84,99.96,Dhaka
2022-05-29,28.16,25.73,31.17,22.87,87.39,100.03,Dhaka
2022-05-30,27.53,25.41,30.02,16.89,89.3,100.05,Dhaka
2022-05-31,27.96,25.17,30.97,8.46,86.61,99.99,Dhaka
2022-06-01,28.1,25.69,30.97,6.48,88.54,100.03,Dhaka
2022-06-02,28.6,25.98,32.08,4.77,84.61,100.07,Dhaka
2022-06-03,28.09,26.35,30.55,8.43,89.68,100.05,Dhaka
2022-06-04,27.97,25.87,30.81,19.18,87.43,100.17,Dhaka
2022-06-05,28.22,25.67,31.53,7.71,87.2,100.22,Dhaka
2022-06-06,28.65,25.97,32.1,7.86,87.19,100.15,Dhaka
2022-06-07,29.02,26.22,32.41,16.08,86.04,100.06,Dhaka
2022-06-08,28.75,26.86,31.26,22.04,88.69,99.99,Dhaka
2022-06-09,28.39,26.72,30.46,34.68,92.1,99.99,Dhaka
2022-06-10,27.18,25.56,28.83,41.26,88.04,100.08,Dhaka
2022-06-11,28.11,25.23,31.51,0.82,88.55,100.06,Dhaka
2022-06-12,28.7,26.31,31.68,4.73,89.17,100.17,Dhaka
2022-06-13,29.15,26.72,32.07,7.96,89.72,100.22,Dhaka
2022-06-14,28.56,26.9,30.93,10.42,91.92,100.18,Dhaka
2022-06-15,27.86,26.74,29.35,7.5,93.02,100.22,Dhaka
2022-06-16,27.3,25.81,29.32,17.99,92.6,100.31,Dhaka
2022-06-17,27.17,25.8,28.93,49.39,93.91,100.34,Dhaka
2022-06-18,27.29,26.09,29.33,53.5,91.57,100.33,Dhaka
2022-06-19,26.88,25.87,28.31,26.07,93.35,100.23,Dhaka
2022-06-20,27.13,25.57,29.35,19.8,92.36,100.03,Dhaka
2022-06-21,26.97,25.23,28.96,14.53,92.45,99.95,Dhaka
2022-06-22,27.7,25.25,30.96,2.83,86.89,100.29,Dhaka
2022-06-23,27.94,25.16,31.5,14.93,89.49,100.36,Dhaka
2022-06-24,27.56,25.79,29.81,3.01,92.03,100.25,Dhaka
2022-06-25,27.97,25.46,31.07,3.26,89.47,100.12,Dhaka
2022-06-26,27.95,25.83,30.7,4.17,89.99,100.29,Dhaka
2022-06-27,28.47,25.51,31.77,2.48,87.83,100.37,Dhaka
2022-06-28,28.31,26.09,31.48,4.62,89.08,100.25,Dhaka
2022-06-29,28.0,25.99,30.05,8.25,90.47,100.14,Dhaka
2022-06-30,27.84,26.16,29.97,13.82,91.22,100.09,Dhaka
2022-07-01,28.58,25.86,32.02,4.55,88.95,99.97,Dhaka
2022-07-02,28.29,25.94,31.22,3.37,88.98,99.86,Dhaka
2022-07-03,28.29,25.78,31.7,6.55,89.58,99.93,Dhaka
2022-07-04,28.38,25.67,32.27,7.25,88.93,99.9,Dhaka
2022-07-05,28.73,25.53,32.31,0.92,87.29,99.97,Dhaka
2022-07-06,27.62,26.24,29.41,22.11,91.9,100.3,Dhaka
2022-07-07,28.14,25.45,31.11,2.01,88.85,100.36,Dhaka
2022-07-08,28.05,25.86,30.77,2.48,89.14,100.19,Dhaka
2022-07-09,27.76,25.29,30.66,1.0,88.64,100.07,Dhaka
2022-07-10,28.43,25.12,32.36,1.87,88.27,99.99,Dhaka
2022-07-11,27.83,25.68,30.76,3.1,89.44,100.11,Dhaka
2022-07-12,28.63,25.55,32.38,1.05,86.34,99.97,Dhaka
2022-07-13,29.11,26.38,32.52,1.65,86.69,99.77,Dhaka
2022-07-14,29.1,26.46,32.91,3.53,87.71,99.83,Dhaka
2022-07-15,28.91,26.57,32.15,10.59,87.7,100.04,Dhaka
2022-07-16,29.06,26.09,32.93,2.51,86.89,100.14,Dhaka
2022-07-17,29.15,26.48,32.68,6.41,87.25,100.29,Dhaka
2022-07-18,28.82,25.87,32.47,2.05,86.86,100.24,Dhaka
2022-07-19,28.61,26.43,31.65,4.75,88.09,100.1,Dhaka
2022-07-20,28.62,26.4,31.33,8.51,90.2,100.09,Dhaka
2022-07-21,28.73,26.63,32.02,3.11,87.33,100.2,Dhaka
2022-07-22,29.0,26.41,32.49,1.43,87.52,100.28,Dhaka
2022-07-23,28.0,26.13,30.86,14.77,90.21,100.3,Dhaka
2022-07-24,27.4,25.72,29.36,3.91,90.07,100.42,Dhaka
2022-07-25,27.02,25.4,28.83,13.61,87.2,100.69,Dhaka
2022-07-26,28.0,24.62,31.42,5.84,82.72,100.72,Dhaka
2022-07-27,28.56,25.33,31.82,2.91,83.98,100.6,Dhaka
2022-07-28,28.2,26.14,31.51,8.97,85.73,100.61,Dhaka
2022-07-29,27.84,25.62,30.62,10.41,83.11,100.51,Dhaka
2022-07-30,29.11,26.11,32.63,4.74,86.48,100.29,Dhaka
2022-07-31,28.41,26.53,30.87,8.34,87.97,100.13,Dhaka
2022-08-01,29.03,26.55,31.89,19.94,88.28,100.12,Dhaka
2022-08-02,29.49,26.64,32.67,9.14,85.52,100.1,Dhaka
2022-08-03,28.21,26.25,30.23,7.09,88.84,100.28,Dhaka
2022-08-04,28.95,25.76,32.43,18.46,84.51,100.28,Dhaka
2022-08-05,29.25,26.66,32.54,12.77,86.92,100.08,Dhaka
2022-08-06,28.64,26.35,31.66,26.35,88.57,99.93,Dhaka
2022-08-07,29.65,26.08,33.08,13.73,84.46,99.83,Dhaka
2022-08-08,28.03,26.21,29.97,7.72,90.62,99.81,Dhaka
2022-08-09,28.17,25.37,31.82,3.41,88.7,99.87,Dhaka
2022-08-10,27.58,25.66,29.97,1.53,90.86,99.91,Dhaka
2022-08-11,28.05,25.58,31.17,1.85,89.26,100.04,Dhaka
2022-08-12,28.87,25.31,32.74,1.0,85.36,99.95,Dhaka
2022-08-13,27.85,25.96,30.87,9.62,91.16,99.89,Dhaka
2022-08-14,27.63,25.69,30.71,17.9,89.06,100.25,Dhaka
2022-08-15,28.22,25.39,32.05,13.41,88.7,100.53,Dhaka
2022-08-16,28.96,25.55,32.55,3.77,85.46,100.42,Dhaka
2022-08-17,29.78,26.06,32.92,4.45,82.43,100.16,Dhaka
2022-08-18,30.37,27.31,33.25,3.89,81.56,99.84,Dhaka
2022-08-19,28.55,25.29,31.92,13.6,86.25,99.98,Dhaka
2022-08-20,28.07,25.62,31.77,21.35,87.84,100.17,Dhaka
2022-08-21,28.27,25.39,31.84,10.25,87.7,100.13,Dhaka
2022-08-22,28.96,25.97,32.52,1.68,85.66,100.07,Dhaka
2022-08-23,28.23,25.81,31.6,22.87,88.81,100.28,Dhaka
2022-08-24,27.91,25.48,31.61,5.51,87.84,100.47,Dhaka
2022-08-25,28.35,24.68,32.46,3.85,83.87,100.35,Dhaka
2022-08-26,28.61,26.12,32.51,0.85,87.04,100.17,Dhaka
2022-08-27,27.63,25.78,29.81,3.54,90.49,100.2,Dhaka
2022-08-28,27.88,25.58,31.06,6.99,88.09,100.47,Dhaka
2022-08-29,28.54,25.08,32.46,2.98,85.25,100.67,Dhaka
2022-08-30,29.07,25.83,32.56,6.41,80.51,100.69,Dhaka
2022-08-31,28.73,25.62,32.24,2.43,85.88,100.5,Dhaka
2022-09-01,27.33,25.71,29.49,9.67,86.93,100.63,Dhaka
2022-09-02,28.0,25.57,31.03,10.08,87.9,100.63,Dhaka
2022-09-03,28.88,26.02,32.14,23.78,88.34,100.32,Dhaka
2022-09-04,28.84,26.86,31.77,28.11,89.39,100.3,Dhaka
2022-09-05,28.46,26.87,30.89,12.91,90.41,100.39,Dhaka
2022-09-06,28.53,26.35,31.45,15.83,86.38,100.5,Dhaka
2022-09-07,28.6,25.44,31.47,8.98,84.5,100.61,Dhaka
2022-09-08,30.22,26.22,33.68,4.29,80.01,100.63,Dhaka
2022-09-09,28.83,26.85,31.77,16.36,86.09,100.61,Dhaka
2022-09-10,27.42,26.12,29.41,9.86,90.69,100.61,Dhaka
2022-09-11,27.18,25.87,29.59,19.42,90.13,100.51,Dhaka
2022-09-12,26.91,25.75,28.44,14.13,94.28,100.45,Dhaka
2022-09-13,27.1,25.78,29.12,39.0,94.06,100.56,Dhaka
2022-09-14,27.36,25.16,30.05,44.14,89.83,100.71,Dhaka
2022-09-15,27.74,25.32,30.71,25.95,90.18,100.47,Dhaka
2022-09-16,27.88,25.47,30.8,12.38,89.32,100.17,Dhaka
2022-09-17,28.5,25.43,32.43,1.94,86.38,100.2,Dhaka
2022-09-18,28.82,25.77,32.18,1.67,87.36,100.27,Dhaka
2022-09-19,27.99,25.97,31.45,15.07,89.28,100.42,Dhaka
2022-09-20,27.81,25.6,31.13,3.16,89.77,100.44,Dhaka
2022-09-21,27.69,25.41,30.55,3.35,90.34,100.49,Dhaka
2022-09-22,27.66,25.36,30.47,3.27,90.49,100.51,Dhaka
2022-09-23,27.68,25.23,30.51,2.46,88.96,100.51,Dhaka
2022-09-24,27.33,25.36,29.88,2.58,90.0,100.46,Dhaka
2022-09-25,27.98,24.41,31.11,6.24,84.21,100.53,Dhaka
2022-09-26,27.95,25.41,31.3,3.49,86.78,100.56,Dhaka
2022-09-27,27.39,25.2,30.1,13.3,90.77,100.44,Dhaka
2022-09-28,26.89,24.9,29.01,3.33,83.81,100.39,Dhaka
2022-09-29,28.33,24.36,32.05,1.33,80.72,100.35,Dhaka
2022-09-30,29.05,24.29,33.63,0.71,79.61,100.28,Dhaka
2022-10-01,29.24,25.63,32.86,7.12,82.48,100.19,Dhaka
2022-10-02,27.34,25.91,29.01,34.93,92.94,100.18,Dhaka
2022-10-03,26.62,25.54,27.89,21.14,94.55,100.44,Dhaka
2022-10-04,27.59,25.27,30.43,12.19,88.91,100.78,Dhaka
2022-10-05,27.44,24.7,30.23,10.22,89.32,100.88,Dhaka
2022-10-06,27.48,24.82,30.69,2.15,88.98,100.92,Dhaka
2022-10-07,28.02,24.67,31.84,2.09,80.96,100.87,Dhaka
2022-10-08,27.8,24.73,31.02,1.41,84.24,100.89,Dhaka
2022-10-09,27.24,24.6,30.22,6.19,89.28,101.03,Dhaka
2022-10-10,27.11,24.88,29.93,7.11,89.91,101.06,Dhaka
2022-10-11,27.08,24.87,30.31,12.47,91.66,100.89,Dhaka
2022-10-12,26.47,25.1,28.32,8.18,92.3,100.92,Dhaka
2022-10-13,26.74,24.24,29.8,8.06,89.07,100.92,Dhaka
2022-10-14,27.22,24.65,30.19,11.08,86.33,100.85,Dhaka
2022-10-15,26.5,23.2,30.45,1.38,86.21,100.82,Dhaka
2022-10-16,26.31,21.74,31.67,2.1,84.44,100.97,Dhaka
2022-10-17,26.94,22.48,31.97,1.04,83.76,100.98,Dhaka
2022-10-18,27.14,23.35,31.24,0.46,81.99,100.93,Dhaka
2022-10-19,26.32,22.44,30.1,0.13,83.33,100.93,Dhaka
2022-10-20,26.32,22.61,31.14,0.04,83.97,101.03,Dhaka
2022-10-21,26.47,21.92,30.99,0.0,83.4,101.14,Dhaka
2022-10-22,26.47,22.26,31.24,0.0,81.42,101.14,Dhaka
2022-10-23,24.71,22.35,27.2,14.51,89.84,101.03,Dhaka
2022-10-24,22.86,21.06,23.74,144.77,94.57,100.47,Dhaka
2022-10-25,23.39,20.4,27.09,12.64,87.14,100.54,Dhaka
2022-10-26,24.3,19.94,28.25,3.6,81.75,101.18,Dhaka
2022-10-27,24.19,20.07,28.83,0.0,77.0,101.15,Dhaka
2022-10-28,23.56,18.24,28.62,0.0,74.74,101.07,Dhaka
2022-10-29,24.31,19.35,28.86,0.08,73.48,101.06,Dhaka
2022-10-30,25.13,20.48,30.1,2.99,80.15,101.02,Dhaka
2022-10-31,26.1,21.98,30.59,0.04,84.25,101.08,Dhaka
2022-11-01,25.91,21.73,30.39,0.0,83.41,101.12,Dhaka
2022-11-02,25.4,21.93,29.65,0.0,85.2,100.98,Dhaka
2022-11-03,24.22,20.95,28.11,0.0,83.06,101.0,Dhaka
2022-11-04,24.06,18.99,28.84,0.0,75.7,101.19,Dhaka
2022-11-05,25.5,20.47,29.99,0.02,73.19,101.33,Dhaka
2022-11-06,25.32,21.73,29.63,3.08,73.59,101.32,Dhaka
2022-11-07,24.42,20.28,28.73,0.01,70.98,101.28,Dhaka
2022-11-08,23.92,18.8,28.59,0.0,69.41,101.29,Dhaka
2022-11-09,23.25,18.85,27.95,0.0,75.47,101.31,Dhaka
2022-11-10,23.2,18.13,27.8,0.0,74.32,101.3,Dhaka
2022-11-11,22.92,17.47,28.04,0.0,76.38,101.27,Dhaka
2022-11-12,23.37,18.84,28.17,0.0,76.38,101.2,Dhaka
2022-11-13,21.5,17.21,26.42,0.0,81.52,101.23,Dhaka
2022-11-14,21.61,15.76,26.96,0.04,75.01,101.23,Dhaka
2022-11-15,22.34,17.13,26.93,0.0,74.78,101.17,Dhaka
2022-11-16,22.38,17.5,27.17,0.0,77.89,101.06,Dhaka
2022-11-17,22.01,16.72,27.38,0.0,78.69,101.06,Dhaka
2022-11-18,21.05,15.62,26.24,0.0,77.25,101.21,Dhaka
2022-11-19,21.0,14.99,26.75,0.0,76.69,101.17,Dhaka
2022-11-20,22.2,15.67,28.23,0.07,74.56,101.03,Dhaka
2022-11-21,20.78,16.01,26.84,0.92,81.95,100.97,Dhaka
2022-11-22,19.88,14.41,26.37,0.0,83.44,101.04,Dhaka
2022-11-23,19.97,15.07,26.14,0.0,85.49,101.06,Dhaka
2022-11-24,20.46,14.54,26.97,0.0,83.27,101.08,Dhaka
2022-11-25,21.69,15.84,27.68,0.0,78.53,101.16,Dhaka
2022-11-26,21.86,16.19,27.29,0.0,74.1,101.01,Dhaka
2022-11-27,21.65,15.91,26.76,0.0,73.29,100.86,Dhaka
2022-11-28,21.21,15.26,27.32,0.0,77.4,100.95,Dhaka
2022-11-29,22.29,16.77,28.98,0.0,76.56,101.07,Dhaka
2022-11-30,22.14,18.0,28.54,0.0,78.74,101.15,Dhaka
2022-12-01,20.71,15.08,27.69,0.0,81.91,101.11,Dhaka
2022-12-02,20.22,14.89,26.86,0.0,84.02,101.11,Dhaka
2022-12-03,20.18,14.44,26.33,0.0,81.1,101.14,Dhaka
2022-12-04,20.46,14.53,26.77,0.0,77.46,101.19,Dhaka
2022-12-05,20.51,14.66,27.03,0.0,80.45,101.26,Dhaka
2022-12-06,20.27,14.72,26.79,0.0,81.58,101.14,Dhaka
2022-12-07,19.7,14.46,26.17,0.0,82.31,101.14,Dhaka
2022-12-08,20.11,14.37,26.29,0.0,78.79,101.16,Dhaka
2022-12-09,20.49,15.36,25.46,0.0,72.31,101.15,Dhaka
2022-12-10,20.73,15.34,26.13,0.0,68.68,101.15,Dhaka
2022-12-11,19.89,14.9,26.36,0.0,76.13,101.19,Dhaka
2022-12-12,19.27,13.98,25.55,0.0,77.3,101.17,Dhaka
2022-12-13,19.25,13.57,24.98,0.0,76.24,101.19,Dhaka
